workerId,category,pair,count,eventCat,event
7309a6d1cc960048d184b0b3886e6e675881b3b04e3f9fcff9b0ecf0,BV,24,4.0,kindness,respecting
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,18,1.0,kindness,assuring
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,38,5.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,22,1000.0,kindness,recognizing
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,26,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,31,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,12,1.0,utterance,speaking
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,1,3.0,contact,kissing
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,38,200.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,33,100.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,23,10.0,kindness,supporting
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,21,5.0,kindness,helping
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,14,1.0,utterance,addressing
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,30,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,3,2.0,contact,hugging
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,2,7.0,contact,kicking
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,17,5.0,kindness,assisting
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,28,4.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,33,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,16,2.0,kindness,approving
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,25,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,7,4.0,contact,shaking
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,19,15.0,kindness,encouraging
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,34,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,6,3.0,contact,poking
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,36,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,27,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,25,2.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,39,5.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,32,6.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,29,2.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,31,2.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,28,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,10,1.0,utterance,lecturing
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,13,1.0,utterance,presenting
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,5,2.0,contact,cuddling
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,36,180.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,32,7.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,4,5.0,contact,embracing
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,30,2.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,9,6.0,utterance,thanking
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,29,2.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,15,3.0,kindness,advising
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,26,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,LVC,11,1.0,utterance,talking
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,34,3000.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,20,20.0,kindness,condoling
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,39,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,35,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,37,15.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,8,2.0,utterance,scolding
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,35,20.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,filler,27,1.0,filler,filler
a962d268e7da736b32b93aaf66b7a756e45dff001e483d1f6bd799b5,BV,24,0,kindness,respecting
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,18,1.0,kindness,assuring
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,38,3.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,22,1.0,kindness,recognizing
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,26,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,31,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,12,1.0,utterance,speaking
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,1,1.0,contact,kissing
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,38,5.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,33,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,23,1.0,kindness,supporting
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,21,1.0,kindness,helping
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,14,2.0,utterance,addressing
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,30,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,3,1.0,contact,hugging
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,2,1.0,contact,kicking
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,17,3.0,kindness,assisting
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,28,100.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,33,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,16,1.0,kindness,approving
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,25,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,7,5.0,contact,shaking
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,19,2.0,kindness,encouraging
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,34,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,6,1.0,contact,poking
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,36,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,27,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,25,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,39,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,32,3.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,29,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,31,2.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,28,3.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,10,1.0,utterance,lecturing
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,13,2.0,utterance,presenting
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,5,1.0,contact,cuddling
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,36,20.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,32,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,4,1.0,contact,embracing
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,30,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,9,1.0,utterance,thanking
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,29,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,15,1.0,kindness,advising
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,26,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,LVC,11,1.0,utterance,talking
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,34,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,20,2.0,kindness,condoling
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,39,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,35,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,37,1.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,8,3.0,utterance,scolding
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,35,2.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,filler,27,30.0,filler,filler
b206b9c65829a63d326a4e5ae5142c22da1ced517c55582f48d592aa,BV,24,1.0,kindness,respecting
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,18,1.0,kindness,assuring
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,38,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,22,500.0,kindness,recognizing
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,26,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,31,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,12,1.0,utterance,speaking
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,1,1.0,contact,kissing
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,38,5.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,33,10.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,23,1.0,kindness,supporting
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,21,1.0,kindness,helping
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,14,1.0,utterance,addressing
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,30,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,3,1.0,contact,hugging
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,2,10.0,contact,kicking
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,17,1.0,kindness,assisting
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,28,20.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,33,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,16,1.0,kindness,approving
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,25,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,7,1.0,contact,shaking
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,19,1.0,kindness,encouraging
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,34,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,6,1.0,contact,poking
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,36,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,27,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,25,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,39,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,32,20.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,29,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,31,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,28,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,10,1.0,utterance,lecturing
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,13,1.0,utterance,presenting
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,5,1.0,contact,cuddling
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,36,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,32,5.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,4,1.0,contact,embracing
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,30,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,9,1.0,utterance,thanking
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,29,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,15,1.0,kindness,advising
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,26,500.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,LVC,11,1.0,utterance,talking
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,34,100.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,20,1.0,kindness,condoling
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,39,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,35,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,37,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,8,1.0,utterance,scolding
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,35,2.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,filler,27,1.0,filler,filler
6fd17ee44a47e673dde6f748abd226496e42176918e8e6cfa2a20bd4,BV,24,1.0,kindness,respecting
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,18,1.0,kindness,assuring
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,38,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,22,1.0,kindness,recognizing
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,26,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,31,20.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,12,1.0,utterance,speaking
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,1,2.0,contact,kissing
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,38,2.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,33,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,23,2.0,kindness,supporting
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,21,2.0,kindness,helping
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,14,2.0,utterance,addressing
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,30,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,3,1.0,contact,hugging
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,2,1.0,contact,kicking
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,17,1.0,kindness,assisting
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,28,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,33,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,16,1.0,kindness,approving
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,25,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,7,4.0,contact,shaking
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,19,1.0,kindness,encouraging
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,34,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,6,1.0,contact,poking
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,36,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,27,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,25,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,39,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,32,3.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,29,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,31,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,28,2.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,10,1.0,utterance,lecturing
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,13,1.0,utterance,presenting
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,5,1.0,contact,cuddling
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,36,2.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,32,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,4,2.0,contact,embracing
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,30,2.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,9,2.0,utterance,thanking
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,29,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,15,1.0,kindness,advising
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,26,3.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,LVC,11,1.0,utterance,talking
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,34,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,20,1.0,kindness,condoling
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,39,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,35,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,37,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,8,1.0,utterance,scolding
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,35,2.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,filler,27,1.0,filler,filler
6f2dd8862cf289bbee6e0b8e1958c1aaab635a31c40d43d1d5388a80,BV,24,1.0,kindness,respecting
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,BV,18,1.0,kindness,assuring
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,38,2.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,BV,22,50.0,kindness,recognizing
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,26,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,31,30.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,BV,12,1.0,utterance,speaking
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,1,1.0,contact,kissing
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,38,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,33,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,23,1.0,kindness,supporting
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,21,1.0,kindness,helping
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,BV,14,2500.0,utterance,addressing
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,30,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,3,1.0,contact,hugging
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,BV,2,1.0,contact,kicking
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,17,1.0,kindness,assisting
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,28,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,33,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,BV,16,1.0,kindness,approving
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,25,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,7,1.0,contact,shaking
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,19,1.0,kindness,encouraging
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,34,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,BV,6,1.0,contact,poking
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,36,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,27,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,25,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,39,10.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,32,6.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,29,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,31,2.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,28,2.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,BV,10,1.0,utterance,lecturing
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,13,1.0,utterance,presenting
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,5,2.0,contact,cuddling
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,36,2.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,32,100.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,BV,4,2.0,contact,embracing
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,30,2.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,9,2.0,utterance,thanking
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,29,2.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,15,1.0,kindness,advising
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,26,4.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,LVC,11,1.0,utterance,talking
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,34,100.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,BV,20,1000.0,kindness,condoling
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,39,1.0,filler,filler
0f39f8317a95fb85c036635056250769bcee7889933fbe31dec7a4bf,filler,35,1.0,filler,filler
