workerId,sentId,event,eventCat,construction,english,time
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,63,filler,filler,filler,yes,11408.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,71,filler,filler,filler,yes,54000000.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,57,filler,filler,filler,yes,18002883.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,15,shaking,PC,LVC,yes,30.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,62,filler,filler,filler,yes,21600.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,69,filler,filler,filler,yes,44463.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,59,filler,filler,filler,yes,1800.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,68,filler,filler,filler,yes,4446.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,4,kicking,PC,BV,yes,5.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,54,filler,filler,filler,yes,45.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,60,filler,filler,filler,yes,5.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,61,filler,filler,filler,yes,737.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,58,filler,filler,filler,yes,5887.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,53,filler,filler,filler,yes,900.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,56,filler,filler,filler,yes,8642465.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,67,filler,filler,filler,yes,12.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,70,filler,filler,filler,yes,11882.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,14,poking,PC,BV,yes,3.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,64,filler,filler,filler,yes,2485.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,5,hugging,PC,LVC,yes,74.0
388f25d8c8e046403d7e4f560e62662a614a42f79511a71c0f363efa,72,filler,filler,filler,yes,432979.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,66,filler,filler,filler,yes,900.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,65,filler,filler,filler,yes,300.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,11,cuddling,PC,LVC,yes,60.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,10,embracing,PC,BV,yes,45.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,1,kissing,PC,LVC,yes,15.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,55,filler,filler,filler,yes,60.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,63,filler,filler,filler,yes,4835.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,71,filler,filler,filler,yes,216000000.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,57,filler,filler,filler,yes,21600000.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,15,shaking,PC,LVC,yes,30.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,62,filler,filler,filler,yes,43200.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,69,filler,filler,filler,yes,23445.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,59,filler,filler,filler,yes,612.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,68,filler,filler,filler,yes,2151.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,4,kicking,PC,BV,yes,30.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,54,filler,filler,filler,yes,45.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,60,filler,filler,filler,yes,10.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,61,filler,filler,filler,yes,60.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,58,filler,filler,filler,yes,1800.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,53,filler,filler,filler,yes,300.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,56,filler,filler,filler,yes,37800.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,67,filler,filler,filler,yes,1200.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,70,filler,filler,filler,yes,5100.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,14,poking,PC,BV,yes,30.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,64,filler,filler,filler,yes,1052.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,5,hugging,PC,LVC,yes,30.0
0fb2a5f52b6cf5e4c4b1228e45717d0757d8c968bba4a56b91a022da,72,filler,filler,filler,yes,21600000.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,66,filler,filler,filler,yes,330.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,65,filler,filler,filler,yes,430.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,11,cuddling,PC,LVC,yes,30.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,10,embracing,PC,BV,yes,12.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,1,kissing,PC,LVC,yes,8.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,55,filler,filler,filler,yes,10.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,63,filler,filler,filler,yes,7830.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,71,filler,filler,filler,yes,8642103.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,57,filler,filler,filler,yes,8640000728.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,15,shaking,PC,LVC,yes,6.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,62,filler,filler,filler,yes,36000.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,69,filler,filler,filler,yes,45012.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,59,filler,filler,filler,yes,612.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,68,filler,filler,filler,yes,3908.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,4,kicking,PC,BV,yes,756.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,54,filler,filler,filler,yes,5.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,60,filler,filler,filler,yes,3.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,61,filler,filler,filler,yes,1245.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,58,filler,filler,filler,yes,3600.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,53,filler,filler,filler,yes,927.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,56,filler,filler,filler,yes,262204.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,67,filler,filler,filler,yes,302.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,70,filler,filler,filler,yes,55976.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,14,poking,PC,BV,yes,1.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,64,filler,filler,filler,yes,2756.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,5,hugging,PC,LVC,yes,40.0
857e49664046601d6f72c813aafa02b74e022e895bbc53fb04d42900,72,filler,filler,filler,yes,2595022.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,66,filler,filler,filler,yes,2700.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,65,filler,filler,filler,yes,7200.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,11,cuddling,PC,LVC,yes,180.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,10,embracing,PC,BV,yes,600.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,1,kissing,PC,LVC,yes,10.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,55,filler,filler,filler,yes,2.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,63,filler,filler,filler,yes,7200.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,71,filler,filler,filler,yes,1080000000.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,57,filler,filler,filler,yes,144000000.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,15,shaking,PC,LVC,yes,45.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,62,filler,filler,filler,yes,7200.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,69,filler,filler,filler,yes,20700.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,59,filler,filler,filler,yes,2700.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,68,filler,filler,filler,yes,3600.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,4,kicking,PC,BV,yes,20.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,54,filler,filler,filler,yes,15.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,60,filler,filler,filler,yes,2.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,61,filler,filler,filler,yes,45.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,58,filler,filler,filler,yes,2100.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,53,filler,filler,filler,yes,3300.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,56,filler,filler,filler,yes,14400.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,67,filler,filler,filler,yes,1200.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,70,filler,filler,filler,yes,3600.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,14,poking,PC,BV,yes,240.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,64,filler,filler,filler,yes,1200.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,5,hugging,PC,LVC,yes,10.0
3ba2fc6b55ffeed95d5ef38d85c397760ca959dd23dfd983ec858c92,72,filler,filler,filler,yes,14400000000000.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,66,filler,filler,filler,yes,1800.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,65,filler,filler,filler,yes,240.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,11,cuddling,PC,LVC,yes,120.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,10,embracing,PC,BV,yes,300.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,1,kissing,PC,LVC,yes,120.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,55,filler,filler,filler,yes,40.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,63,filler,filler,filler,yes,7200.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,71,filler,filler,filler,yes,158400000.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,57,filler,filler,filler,yes,306000000.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,15,shaking,PC,LVC,yes,4.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,62,filler,filler,filler,yes,259200.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,69,filler,filler,filler,yes,21600.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,59,filler,filler,filler,yes,3600.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,68,filler,filler,filler,yes,7200.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,4,kicking,PC,BV,yes,3.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,54,filler,filler,filler,yes,60.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,60,filler,filler,filler,yes,2.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,61,filler,filler,filler,yes,1.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,58,filler,filler,filler,yes,3600.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,53,filler,filler,filler,yes,1200.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,56,filler,filler,filler,yes,14400.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,67,filler,filler,filler,yes,4.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,70,filler,filler,filler,yes,28800.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,14,poking,PC,BV,yes,1.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,64,filler,filler,filler,yes,1800.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,5,hugging,PC,LVC,yes,60.0
516261a9609a4377b477bce6e92114f1e6eae0ac085234505ea16e26,72,filler,filler,filler,yes,79200000.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,66,filler,filler,filler,yes,480.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,65,filler,filler,filler,yes,120.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,11,cuddling,PC,LVC,yes,30.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,10,embracing,PC,BV,yes,15.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,1,kissing,PC,LVC,yes,5.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,55,filler,filler,filler,yes,120.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,63,filler,filler,filler,yes,10800.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,71,filler,filler,filler,yes,144000000.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,57,filler,filler,filler,yes,61200000.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,15,shaking,PC,LVC,yes,90.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,62,filler,filler,filler,yes,28800.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,69,filler,filler,filler,yes,12600.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,59,filler,filler,filler,yes,300.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,68,filler,filler,filler,yes,12600.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,4,kicking,PC,BV,yes,7380.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,54,filler,filler,filler,yes,45.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,60,filler,filler,filler,yes,10.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,61,filler,filler,filler,yes,2.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,58,filler,filler,filler,yes,5400.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,53,filler,filler,filler,yes,1200.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,56,filler,filler,filler,yes,75600000.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,67,filler,filler,filler,yes,1200.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,70,filler,filler,filler,yes,3600.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,14,poking,PC,BV,yes,1.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,64,filler,filler,filler,yes,1800.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,5,hugging,PC,LVC,yes,30.0
2783f47c64a6500edae4d5deb25e5e99a92d0e31f44900b0b820f681,72,filler,filler,filler,yes,14400000.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,66,filler,filler,filler,yes,300.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,65,filler,filler,filler,yes,900.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,11,cuddling,PC,LVC,yes,180.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,10,embracing,PC,BV,yes,1200.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,1,kissing,PC,LVC,yes,20.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,55,filler,filler,filler,yes,10.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,63,filler,filler,filler,yes,7800.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,71,filler,filler,filler,yes,72000600.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,57,filler,filler,filler,yes,2520000.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,15,shaking,PC,LVC,yes,10.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,62,filler,filler,filler,yes,173400.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,69,filler,filler,filler,yes,28800.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,59,filler,filler,filler,yes,600.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,68,filler,filler,filler,yes,21600.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,4,kicking,PC,BV,yes,5.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,54,filler,filler,filler,yes,2.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,60,filler,filler,filler,yes,3.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,61,filler,filler,filler,yes,180.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,58,filler,filler,filler,yes,7200.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,53,filler,filler,filler,yes,1200.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,56,filler,filler,filler,yes,2701500.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,67,filler,filler,filler,yes,5.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,70,filler,filler,filler,yes,306000.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,14,poking,PC,BV,yes,2.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,64,filler,filler,filler,yes,4500.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,5,hugging,PC,LVC,yes,6.0
8d0492c19e2363e8456de665c12ba4cfafa16d1e9d3e1e47abcea8ac,72,filler,filler,filler,yes,30600000.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,66,filler,filler,filler,yes,1800.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,65,filler,filler,filler,yes,600.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,11,cuddling,PC,LVC,yes,3600.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,10,embracing,PC,BV,yes,60.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,1,kissing,PC,LVC,yes,10.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,55,filler,filler,filler,yes,1.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,63,filler,filler,filler,yes,10800.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,71,filler,filler,filler,yes,162000000.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,57,filler,filler,filler,yes,360000.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,15,shaking,PC,LVC,yes,60.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,62,filler,filler,filler,yes,36000.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,69,filler,filler,filler,yes,18000.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,59,filler,filler,filler,yes,1800.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,68,filler,filler,filler,yes,7200.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,4,kicking,PC,BV,yes,1.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,54,filler,filler,filler,yes,10.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,60,filler,filler,filler,yes,1.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,61,filler,filler,filler,yes,7200.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,58,filler,filler,filler,yes,7200.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,53,filler,filler,filler,yes,3600.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,56,filler,filler,filler,yes,3600.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,67,filler,filler,filler,yes,1.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,70,filler,filler,filler,yes,3600.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,14,poking,PC,BV,yes,1.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,64,filler,filler,filler,yes,3600.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,5,hugging,PC,LVC,yes,2.0
610d8d88018c24dc446b3b7a50e1ef3a6b4e4eb97c6ea14c36c412f1,72,filler,filler,filler,yes,10.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,66,filler,filler,filler,yes,600.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,65,filler,filler,filler,yes,4200.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,11,cuddling,PC,LVC,yes,150.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,10,embracing,PC,BV,yes,40.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,1,kissing,PC,LVC,yes,60.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,55,filler,filler,filler,yes,240.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,63,filler,filler,filler,yes,5430.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,71,filler,filler,filler,yes,172800.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,57,filler,filler,filler,yes,720000.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,15,shaking,PC,LVC,yes,5.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,62,filler,filler,filler,yes,28800.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,69,filler,filler,filler,yes,7200.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,59,filler,filler,filler,yes,2110.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,68,filler,filler,filler,yes,12600.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,4,kicking,PC,BV,yes,45.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,54,filler,filler,filler,yes,20.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,60,filler,filler,filler,yes,3.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,61,filler,filler,filler,yes,150.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,58,filler,filler,filler,yes,6300.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,53,filler,filler,filler,yes,240.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,56,filler,filler,filler,yes,720000.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,67,filler,filler,filler,yes,360.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,70,filler,filler,filler,yes,14400.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,14,poking,PC,BV,yes,6.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,64,filler,filler,filler,yes,2400.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,5,hugging,PC,LVC,yes,15.0
2d8ace9ab4456131bce12382f0231722e4c289443b80ce4d0fc169a6,72,filler,filler,filler,yes,28800.0
097d0cf5850d3b470df28dc61ab6d9457db4df0621e07d1020e3a99b,66,filler,filler,filler,yes,750.0
097d0cf5850d3b470df28dc61ab6d9457db4df0621e07d1020e3a99b,65,filler,filler,filler,yes,255.0
097d0cf5850d3b470df28dc61ab6d9457db4df0621e07d1020e3a99b,11,cuddling,PC,LVC,yes,10.0
097d0cf5850d3b470df28dc61ab6d9457db4df0621e07d1020e3a99b,10,embracing,PC,BV,yes,45.0
097d0cf5850d3b470df28dc61ab6d9457db4df0621e07d1020e3a99b,1,kissing,PC,LVC,yes,6.0
097d0cf5850d3b470df28dc61ab6d9457db4df0621e07d1020e3a99b,55,filler,filler,filler,yes,10.0
097d0cf5850d3b470df28dc61ab6d9457db4df0621e07d1020e3a99b,63,filler,filler,filler,yes,8700.0
097d0cf5850d3b470df28dc61ab6d9457db4df0621e07d1020e3a99b,71,filler,filler,filler,yes,1209600.0
