workerId,sentId,event,eventCat,construction,english,time
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,69,filler,filler,filler,yes,16200.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,9,embracing,PC,LVC,yes,120.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,54,filler,filler,filler,yes,45.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,53,filler,filler,filler,yes,1800.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,70,filler,filler,filler,yes,3600.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,62,filler,filler,filler,yes,360000.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,67,filler,filler,filler,yes,15.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,55,filler,filler,filler,yes,300.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,71,filler,filler,filler,yes,360000000.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,57,filler,filler,filler,yes,36000000.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,58,filler,filler,filler,yes,3600.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,6,hugging,PC,BV,yes,120.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,72,filler,filler,filler,yes,216000000.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,16,shaking,PC,BV,yes,120.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,68,filler,filler,filler,yes,5400.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,56,filler,filler,filler,yes,14400.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,61,filler,filler,filler,yes,300.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,60,filler,filler,filler,yes,60.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,65,filler,filler,filler,yes,600.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,3,kicking,PC,LVC,yes,120.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,2,kissing,PC,BV,yes,60.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,66,filler,filler,filler,yes,600.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,64,filler,filler,filler,yes,5400.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,13,poking,PC,LVC,yes,30.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,12,cuddling,PC,BV,yes,300.0
805a6b4a062b2a14798616b0402e51a8c9dc63a41f8021ceee7ebcf7,63,filler,filler,filler,yes,7200.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,59,filler,filler,filler,yes,930.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,69,filler,filler,filler,yes,16200.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,9,embracing,PC,LVC,yes,45.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,54,filler,filler,filler,yes,75.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,53,filler,filler,filler,yes,925.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,70,filler,filler,filler,yes,12910.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,62,filler,filler,filler,yes,27310.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,67,filler,filler,filler,yes,37.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,55,filler,filler,filler,yes,17.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,71,filler,filler,filler,yes,7776120.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,57,filler,filler,filler,yes,10386000.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,58,filler,filler,filler,yes,4534.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,6,hugging,PC,BV,yes,15.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,72,filler,filler,filler,yes,0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,16,shaking,PC,BV,yes,63091800.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,68,filler,filler,filler,yes,7932.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,56,filler,filler,filler,yes,4320.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,61,filler,filler,filler,yes,374.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,60,filler,filler,filler,yes,6.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,65,filler,filler,filler,yes,330.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,3,kicking,PC,LVC,yes,2.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,2,kissing,PC,BV,yes,35.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,66,filler,filler,filler,yes,450.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,64,filler,filler,filler,yes,2105.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,13,poking,PC,LVC,yes,1.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,12,cuddling,PC,BV,yes,215.0
a643dcbf3f311894892cdb4027871e68024ce2f5dff181e5d6206781,63,filler,filler,filler,yes,11440.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,59,filler,filler,filler,yes,900.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,69,filler,filler,filler,yes,10800.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,9,embracing,PC,LVC,yes,15.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,54,filler,filler,filler,yes,90.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,53,filler,filler,filler,yes,600.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,70,filler,filler,filler,yes,5400.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,62,filler,filler,filler,yes,21600.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,67,filler,filler,filler,yes,300.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,55,filler,filler,filler,yes,120.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,71,filler,filler,filler,yes,7200000.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,57,filler,filler,filler,yes,0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,58,filler,filler,filler,yes,2700.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,6,hugging,PC,BV,yes,10.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,72,filler,filler,filler,yes,46800000.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,16,shaking,PC,BV,yes,7.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,68,filler,filler,filler,yes,7200.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,56,filler,filler,filler,yes,18000.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,61,filler,filler,filler,yes,360.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,60,filler,filler,filler,yes,6.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,65,filler,filler,filler,yes,4500.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,3,kicking,PC,LVC,yes,10.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,2,kissing,PC,BV,yes,5.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,66,filler,filler,filler,yes,1200.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,64,filler,filler,filler,yes,2400.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,13,poking,PC,LVC,yes,3.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,12,cuddling,PC,BV,yes,900.0
08d389113c3f001dffb157aa62586d1fdc0f6ddc6f7b14558f72d4c5,63,filler,filler,filler,yes,12600.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,59,filler,filler,filler,yes,600.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,69,filler,filler,filler,yes,16200.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,9,embracing,PC,LVC,yes,8.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,54,filler,filler,filler,yes,45.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,53,filler,filler,filler,yes,780.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,70,filler,filler,filler,yes,13500.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,62,filler,filler,filler,yes,172800.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,67,filler,filler,filler,yes,28.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,55,filler,filler,filler,yes,3.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,71,filler,filler,filler,yes,93600000.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,57,filler,filler,filler,yes,14400000000.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,58,filler,filler,filler,yes,11100.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,6,hugging,PC,BV,yes,4.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,72,filler,filler,filler,yes,54000000.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,16,shaking,PC,BV,yes,45.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,68,filler,filler,filler,yes,4800.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,56,filler,filler,filler,yes,10800.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,61,filler,filler,filler,yes,180.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,60,filler,filler,filler,yes,3.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,65,filler,filler,filler,yes,45.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,3,kicking,PC,LVC,yes,7.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,2,kissing,PC,BV,yes,3.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,66,filler,filler,filler,yes,660.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,64,filler,filler,filler,yes,1020.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,13,poking,PC,LVC,yes,2.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,12,cuddling,PC,BV,yes,900.0
f28172b02863aea1605fb3c5086fe481a65a5ff294482cb1e0907d96,63,filler,filler,filler,yes,12600.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,59,filler,filler,filler,yes,900.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,69,filler,filler,filler,yes,19800.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,9,embracing,PC,LVC,yes,15.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,54,filler,filler,filler,yes,5.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,53,filler,filler,filler,yes,600.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,70,filler,filler,filler,yes,3600.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,62,filler,filler,filler,yes,86400.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,67,filler,filler,filler,yes,5.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,55,filler,filler,filler,yes,45.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,71,filler,filler,filler,yes,216000.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,57,filler,filler,filler,yes,3600000.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,58,filler,filler,filler,yes,1200.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,6,hugging,PC,BV,yes,15.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,72,filler,filler,filler,yes,129600.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,16,shaking,PC,BV,yes,30.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,68,filler,filler,filler,yes,1800.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,56,filler,filler,filler,yes,360000.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,61,filler,filler,filler,yes,45.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,60,filler,filler,filler,yes,10.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,65,filler,filler,filler,yes,900.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,3,kicking,PC,LVC,yes,30.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,2,kissing,PC,BV,yes,10.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,66,filler,filler,filler,yes,15.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,64,filler,filler,filler,yes,2700.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,13,poking,PC,LVC,yes,15.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,12,cuddling,PC,BV,yes,1200.0
c84388575b7a11d039b9914c3fc2bfbd04c0d069bcb611d861131f07,63,filler,filler,filler,yes,5400.0
ebcac59176a6005ae12ffedd59b81bab514807db3a77e58c0bbd33da,59,filler,filler,filler,yes,900.0
ebcac59176a6005ae12ffedd59b81bab514807db3a77e58c0bbd33da,69,filler,filler,filler,yes,18000.0
ebcac59176a6005ae12ffedd59b81bab514807db3a77e58c0bbd33da,9,embracing,PC,LVC,yes,35.0
ebcac59176a6005ae12ffedd59b81bab514807db3a77e58c0bbd33da,54,filler,filler,filler,yes,25.0
ebcac59176a6005ae12ffedd59b81bab514807db3a77e58c0bbd33da,53,filler,filler,filler,yes,2100.0
ebcac59176a6005ae12ffedd59b81bab514807db3a77e58c0bbd33da,70,filler,filler,filler,yes,3000.0
ebcac59176a6005ae12ffedd59b81bab514807db3a77e58c0bbd33da,62,filler,filler,filler,yes,18000.0
ebcac59176a6005ae12ffedd59b81bab514807db3a77e58c0bbd33da,67,filler,filler,filler,yes,1500.0
ebcac59176a6005ae12ffedd59b81bab514807db3a77e58c0bbd33da,55,filler,filler,filler,yes,10.0
ebcac59176a6005ae12ffedd59b81bab514807db3a77e58c0bbd33da,71,filler,filler,filler,yes,1080000.0
