workerId,list,pair,similarity,event,eventCat,events
BUSFII,2,3,1,hugging,contact,hugging -- giving a hug
BUSFII,2,4,1,lecturing,utterance,lecturing -- giving a lecture
BUSFII,2,4,1,embracing,contact,embracing -- giving an embrace
BUSFII,2,5,1,cuddling,contact,cuddling -- giving a cuddle
BUSFII,2,6,2,poking,contact,poking -- giving a poke
BUSFII,2,7,3,shaking,contact,shaking -- giving a shake
BUSFII,2,42,1,advising,kindness,advising -- giving advice
BUSFII,2,44,2,approving,kindness,approving -- giving approval
BUSFII,2,46,2,assisting,kindness,assisting -- giving assistance
BUSFII,2,48,2,assuring,kindness,assuring -- giving assurance
BUSFII,2,50,2,encouraging,kindness,encouraging -- giving encouragement
BUSFII,2,52,2,condoling,kindness,condoling -- giving condolences
BUSFII,2,53,3,addressing,utterance,addressing -- giving an address
BUSFII,2,54,2,helping,kindness,helping -- giving help
BUSFII,2,56,2,recognizing,kindness,recognizing -- giving recognition
BUSFII,2,58,2,supporting,kindness,supporting -- giving support
BUSFII,3,filler,1,filler,filler,napping -- taking a nap
BUSFII,3,filler,5,filler,filler,chasing -- searching
BUSFII,3,filler,3,filler,filler,going -- traveling
BUSFII,3,filler,4,filler,filler,studying -- working
BUSFII,3,filler,5,filler,filler,learning -- teaching
BUSFII,3,filler,1,filler,filler,dozing -- snoozing
BUSFII,3,filler,1,filler,filler,detesting -- disliking
BUSFII,3,filler,6,filler,filler,watching a movie -- going out
BUSFII,3,filler,4,filler,filler,writing -- typing
BUSFII,3,filler,1,filler,filler,being sick -- being ill
BUSFII,3,filler,4,filler,filler,brooding -- sulking
BUSFII,3,filler,3,filler,filler,blinking -- winking
BUSFII,3,filler,5,filler,filler,delivering -- sending
BUSFII,3,filler,7,filler,filler,working -- being lazy
BUSFII,3,filler,5,filler,filler,emailing -- sending
BUSFII,3,filler,2,filler,filler,tripping -- falling
BUSFII,3,filler,6,filler,filler,driving -- riding a bike
BUSFII,3,filler,1,filler,filler,showering -- taking a shower
BUSFII,3,filler,1,filler,filler,jumping -- hopping
BUSFII,3,filler,4,filler,filler,seeing -- experiencing
BUSFII,3,filler,5,filler,filler,growing -- ageing
BUSFII,3,filler,1,filler,filler,repairing -- fixing
BUSFII,2,8,2,speaking,utterance,speaking -- giving a speech
BUSFII,2,9,2,talking,utterance,talking -- giving a talk
BUSFII,2,10,2,presenting,utterance,presenting -- giving a presentation
BOSNK,2,1,1,thanking,utterance,thanking -- giving thanks
BOSNK,2,1,2,kissing,contact,kissing -- giving a kiss
BOSNK,2,2,1,kicking,contact,kicking -- giving a kick
BOSNK,2,3,1,scolding,utterance,scolding -- giving a scolding
BOSNK,2,3,1,hugging,contact,hugging -- giving a hug
BOSNK,2,4,1,lecturing,utterance,lecturing -- giving a lecture
BOSNK,2,4,1,embracing,contact,embracing -- giving an embrace
BOSNK,2,5,1,cuddling,contact,cuddling -- giving a cuddle
BOSNK,2,6,1,poking,contact,poking -- giving a poke
BOSNK,2,7,7,shaking,contact,shaking -- giving a shake
BOSNK,2,42,1,advising,kindness,advising -- giving advice
BOSNK,2,44,7,approving,kindness,approving -- giving approval
BOSNK,2,46,1,assisting,kindness,assisting -- giving assistance
BOSNK,2,48,1,assuring,kindness,assuring -- giving assurance
BOSNK,2,50,1,encouraging,kindness,encouraging -- giving encouragement
BOSNK,2,52,1,condoling,kindness,condoling -- giving condolences
BOSNK,2,53,1,addressing,utterance,addressing -- giving an address
BOSNK,2,54,1,helping,kindness,helping -- giving help
BOSNK,2,56,2,recognizing,kindness,recognizing -- giving recognition
BOSNK,2,58,1,supporting,kindness,supporting -- giving support
BOSNK,3,filler,1,filler,filler,napping -- taking a nap
BOSNK,3,filler,4,filler,filler,chasing -- searching
BOSNK,3,filler,5,filler,filler,going -- traveling
BOSNK,3,filler,4,filler,filler,studying -- working
BOSNK,3,filler,7,filler,filler,learning -- teaching
BOSNK,3,filler,3,filler,filler,dozing -- snoozing
BOSNK,3,filler,1,filler,filler,detesting -- disliking
BOSNK,3,filler,7,filler,filler,watching a movie -- going out
BOSNK,3,filler,4,filler,filler,writing -- typing
BOSNK,3,filler,1,filler,filler,being sick -- being ill
BOSNK,3,filler,1,filler,filler,brooding -- sulking
BOSNK,3,filler,5,filler,filler,blinking -- winking
BOSNK,3,filler,6,filler,filler,delivering -- sending
BOSNK,3,filler,7,filler,filler,working -- being lazy
BOSNK,3,filler,3,filler,filler,emailing -- sending
BOSNK,3,filler,5,filler,filler,tripping -- falling
BOSNK,3,filler,7,filler,filler,driving -- riding a bike
BOSNK,3,filler,1,filler,filler,showering -- taking a shower
BOSNK,3,filler,3,filler,filler,jumping -- hopping
BOSNK,3,filler,7,filler,filler,seeing -- experiencing
BOSNK,3,filler,2,filler,filler,growing -- ageing
BOSNK,3,filler,1,filler,filler,repairing -- fixing
BOSNK,2,8,1,speaking,utterance,speaking -- giving a speech
BOSNK,2,9,1,talking,utterance,talking -- giving a talk
BOSNK,2,10,1,presenting,utterance,presenting -- giving a presentation
NIDSP,2,1,1,thanking,utterance,thanking -- giving thanks
NIDSP,2,1,1,kissing,contact,kissing -- giving a kiss
NIDSP,2,2,2,kicking,contact,kicking -- giving a kick
NIDSP,2,3,1,scolding,utterance,scolding -- giving a scolding
NIDSP,2,3,1,hugging,contact,hugging -- giving a hug
NIDSP,2,4,1,lecturing,utterance,lecturing -- giving a lecture
NIDSP,2,4,1,embracing,contact,embracing -- giving an embrace
NIDSP,2,5,1,cuddling,contact,cuddling -- giving a cuddle
NIDSP,2,6,1,poking,contact,poking -- giving a poke
NIDSP,2,7,4,shaking,contact,shaking -- giving a shake
NIDSP,2,42,1,advising,kindness,advising -- giving advice
NIDSP,2,44,2,approving,kindness,approving -- giving approval
NIDSP,2,46,0,assisting,kindness,assisting -- giving assistance
NIDSP,2,48,1,assuring,kindness,assuring -- giving assurance
NIDSP,2,50,1,encouraging,kindness,encouraging -- giving encouragement
NIDSP,2,52,1,condoling,kindness,condoling -- giving condolences
NIDSP,2,53,4,addressing,utterance,addressing -- giving an address
NIDSP,2,54,1,helping,kindness,helping -- giving help
NIDSP,2,56,4,recognizing,kindness,recognizing -- giving recognition
NIDSP,2,58,1,supporting,kindness,supporting -- giving support
NIDSP,3,filler,1,filler,filler,napping -- taking a nap
NIDSP,3,filler,6,filler,filler,chasing -- searching
NIDSP,3,filler,3,filler,filler,going -- traveling
NIDSP,3,filler,6,filler,filler,studying -- working
NIDSP,3,filler,7,filler,filler,learning -- teaching
NIDSP,3,filler,1,filler,filler,dozing -- snoozing
NIDSP,3,filler,1,filler,filler,detesting -- disliking
NIDSP,3,filler,4,filler,filler,watching a movie -- going out
NIDSP,3,filler,7,filler,filler,writing -- typing
NIDSP,3,filler,1,filler,filler,being sick -- being ill
NIDSP,3,filler,3,filler,filler,brooding -- sulking
NIDSP,3,filler,4,filler,filler,blinking -- winking
NIDSP,3,filler,5,filler,filler,delivering -- sending
NIDSP,3,filler,7,filler,filler,working -- being lazy
NIDSP,3,filler,4,filler,filler,emailing -- sending
NIDSP,3,filler,1,filler,filler,tripping -- falling
NIDSP,3,filler,5,filler,filler,driving -- riding a bike
NIDSP,3,filler,1,filler,filler,showering -- taking a shower
NIDSP,3,filler,2,filler,filler,jumping -- hopping
NIDSP,3,filler,3,filler,filler,seeing -- experiencing
NIDSP,3,filler,3,filler,filler,growing -- ageing
NIDSP,3,filler,1,filler,filler,repairing -- fixing
NIDSP,2,8,1,speaking,utterance,speaking -- giving a speech
NIDSP,2,9,5,talking,utterance,talking -- giving a talk
NIDSP,2,10,3,presenting,utterance,presenting -- giving a presentation
SBOSK,2,1,4,thanking,utterance,thanking -- giving thanks
SBOSK,2,1,1,kissing,contact,kissing -- giving a kiss
SBOSK,2,2,3,kicking,contact,kicking -- giving a kick
SBOSK,2,3,1,scolding,utterance,scolding -- giving a scolding
SBOSK,2,3,1,hugging,contact,hugging -- giving a hug
SBOSK,2,4,3,lecturing,utterance,lecturing -- giving a lecture
SBOSK,2,4,1,embracing,contact,embracing -- giving an embrace
SBOSK,2,5,1,cuddling,contact,cuddling -- giving a cuddle
SBOSK,2,6,1,poking,contact,poking -- giving a poke
SBOSK,2,7,5,shaking,contact,shaking -- giving a shake
SBOSK,2,42,1,advising,kindness,advising -- giving advice
SBOSK,2,44,4,approving,kindness,approving -- giving approval
SBOSK,2,46,3,assisting,kindness,assisting -- giving assistance
SBOSK,2,48,4,assuring,kindness,assuring -- giving assurance
SBOSK,2,50,1,encouraging,kindness,encouraging -- giving encouragement
SBOSK,2,52,1,condoling,kindness,condoling -- giving condolences
SBOSK,2,53,4,addressing,utterance,addressing -- giving an address
SBOSK,2,54,1,helping,kindness,helping -- giving help
SBOSK,2,56,6,recognizing,kindness,recognizing -- giving recognition
SBOSK,2,58,1,supporting,kindness,supporting -- giving support
SBOSK,3,filler,1,filler,filler,napping -- taking a nap
SBOSK,3,filler,4,filler,filler,chasing -- searching
SBOSK,3,filler,7,filler,filler,going -- traveling
SBOSK,3,filler,7,filler,filler,studying -- working
SBOSK,3,filler,7,filler,filler,learning -- teaching
SBOSK,3,filler,1,filler,filler,dozing -- snoozing
SBOSK,3,filler,4,filler,filler,detesting -- disliking
SBOSK,3,filler,7,filler,filler,watching a movie -- going out
SBOSK,3,filler,7,filler,filler,writing -- typing
SBOSK,3,filler,4,filler,filler,being sick -- being ill
SBOSK,3,filler,1,filler,filler,brooding -- sulking
SBOSK,3,filler,7,filler,filler,blinking -- winking
SBOSK,3,filler,4,filler,filler,delivering -- sending
SBOSK,3,filler,7,filler,filler,working -- being lazy
SBOSK,3,filler,7,filler,filler,emailing -- sending
SBOSK,3,filler,7,filler,filler,tripping -- falling
SBOSK,3,filler,7,filler,filler,driving -- riding a bike
SBOSK,3,filler,1,filler,filler,showering -- taking a shower
SBOSK,3,filler,7,filler,filler,jumping -- hopping
SBOSK,3,filler,7,filler,filler,seeing -- experiencing
SBOSK,3,filler,7,filler,filler,growing -- ageing
SBOSK,3,filler,1,filler,filler,repairing -- fixing
SBOSK,2,8,7,speaking,utterance,speaking -- giving a speech
SBOSK,2,9,7,talking,utterance,talking -- giving a talk
SBOSK,2,10,7,presenting,utterance,presenting -- giving a presentation
BJSDOK,2,1,1,thanking,utterance,thanking -- giving thanks
BJSDOK,2,1,2,kissing,contact,kissing -- giving a kiss
BJSDOK,2,2,2,kicking,contact,kicking -- giving a kick
BJSDOK,2,3,2,scolding,utterance,scolding -- giving a scolding
BJSDOK,2,3,2,hugging,contact,hugging -- giving a hug
BJSDOK,2,4,2,lecturing,utterance,lecturing -- giving a lecture
BJSDOK,2,4,2,embracing,contact,embracing -- giving an embrace
BJSDOK,2,5,2,cuddling,contact,cuddling -- giving a cuddle
BJSDOK,2,6,2,poking,contact,poking -- giving a poke
BJSDOK,2,7,2,shaking,contact,shaking -- giving a shake
BJSDOK,2,42,2,advising,kindness,advising -- giving advice
BJSDOK,2,44,1,approving,kindness,approving -- giving approval
BJSDOK,2,46,1,assisting,kindness,assisting -- giving assistance
BJSDOK,2,48,1,assuring,kindness,assuring -- giving assurance
BJSDOK,2,50,2,encouraging,kindness,encouraging -- giving encouragement
BJSDOK,2,52,1,condoling,kindness,condoling -- giving condolences
BJSDOK,2,53,6,addressing,utterance,addressing -- giving an address
BJSDOK,2,54,1,helping,kindness,helping -- giving help
BJSDOK,2,56,1,recognizing,kindness,recognizing -- giving recognition
BJSDOK,2,58,1,supporting,kindness,supporting -- giving support
BJSDOK,3,filler,2,filler,filler,napping -- taking a nap
BJSDOK,3,filler,3,filler,filler,chasing -- searching
BJSDOK,3,filler,3,filler,filler,going -- traveling
BJSDOK,3,filler,4,filler,filler,studying -- working
BJSDOK,3,filler,7,filler,filler,learning -- teaching
BJSDOK,3,filler,1,filler,filler,dozing -- snoozing
BJSDOK,3,filler,2,filler,filler,detesting -- disliking
BJSDOK,3,filler,5,filler,filler,watching a movie -- going out
BJSDOK,3,filler,6,filler,filler,writing -- typing
BJSDOK,3,filler,1,filler,filler,being sick -- being ill
BJSDOK,3,filler,3,filler,filler,brooding -- sulking
BJSDOK,3,filler,6,filler,filler,blinking -- winking
BJSDOK,3,filler,3,filler,filler,delivering -- sending
BJSDOK,3,filler,7,filler,filler,working -- being lazy
BJSDOK,3,filler,4,filler,filler,emailing -- sending
BJSDOK,3,filler,4,filler,filler,tripping -- falling
BJSDOK,3,filler,6,filler,filler,driving -- riding a bike
BJSDOK,3,filler,1,filler,filler,showering -- taking a shower
BJSDOK,3,filler,4,filler,filler,jumping -- hopping
BJSDOK,3,filler,5,filler,filler,seeing -- experiencing
BJSDOK,3,filler,4,filler,filler,growing -- ageing
BJSDOK,3,filler,1,filler,filler,repairing -- fixing
BJSDOK,2,8,2,speaking,utterance,speaking -- giving a speech
BJSDOK,2,9,5,talking,utterance,talking -- giving a talk
BJSDOK,2,10,3,presenting,utterance,presenting -- giving a presentation
BASUIK,2,1,3,thanking,utterance,thanking -- giving thanks
BASUIK,2,1,1,kissing,contact,kissing -- giving a kiss
BASUIK,2,2,1,kicking,contact,kicking -- giving a kick
BASUIK,2,3,1,scolding,utterance,scolding -- giving a scolding
BASUIK,2,3,1,hugging,contact,hugging -- giving a hug
BASUIK,2,4,4,lecturing,utterance,lecturing -- giving a lecture
BASUIK,2,4,1,embracing,contact,embracing -- giving an embrace
BASUIK,2,5,1,cuddling,contact,cuddling -- giving a cuddle
BASUIK,2,6,1,poking,contact,poking -- giving a poke
BASUIK,2,7,3,shaking,contact,shaking -- giving a shake
BASUIK,2,42,1,advising,kindness,advising -- giving advice
BASUIK,2,44,1,approving,kindness,approving -- giving approval
BASUIK,2,46,1,assisting,kindness,assisting -- giving assistance
BASUIK,2,48,1,assuring,kindness,assuring -- giving assurance
BASUIK,2,50,1,encouraging,kindness,encouraging -- giving encouragement
BASUIK,2,52,1,condoling,kindness,condoling -- giving condolences
BASUIK,2,53,4,addressing,utterance,addressing -- giving an address
BASUIK,2,54,1,helping,kindness,helping -- giving help
BASUIK,2,56,3,recognizing,kindness,recognizing -- giving recognition
BASUIK,2,58,1,supporting,kindness,supporting -- giving support
BASUIK,3,filler,1,filler,filler,napping -- taking a nap
BASUIK,3,filler,6,filler,filler,chasing -- searching
BASUIK,3,filler,1,filler,filler,going -- traveling
BASUIK,3,filler,6,filler,filler,studying -- working
BASUIK,3,filler,7,filler,filler,learning -- teaching
BASUIK,3,filler,1,filler,filler,dozing -- snoozing
BASUIK,3,filler,5,filler,filler,detesting -- disliking
BASUIK,3,filler,7,filler,filler,watching a movie -- going out
BASUIK,3,filler,6,filler,filler,writing -- typing
BASUIK,3,filler,1,filler,filler,being sick -- being ill
BASUIK,3,filler,5,filler,filler,brooding -- sulking
BASUIK,3,filler,7,filler,filler,blinking -- winking
BASUIK,3,filler,7,filler,filler,delivering -- sending
BASUIK,3,filler,7,filler,filler,working -- being lazy
BASUIK,3,filler,5,filler,filler,emailing -- sending
BASUIK,3,filler,6,filler,filler,tripping -- falling
BASUIK,3,filler,7,filler,filler,driving -- riding a bike
BASUIK,3,filler,1,filler,filler,showering -- taking a shower
BASUIK,3,filler,6,filler,filler,jumping -- hopping
BASUIK,3,filler,7,filler,filler,seeing -- experiencing
BASUIK,3,filler,4,filler,filler,growing -- ageing
BASUIK,3,filler,1,filler,filler,repairing -- fixing
BASUIK,2,8,4,speaking,utterance,speaking -- giving a speech
BASUIK,2,9,4,talking,utterance,talking -- giving a talk
BASUIK,2,10,3,presenting,utterance,presenting -- giving a presentation
USOPSF,2,1,1,thanking,utterance,thanking -- giving thanks
USOPSF,2,1,1,kissing,contact,kissing -- giving a kiss
USOPSF,2,2,1,kicking,contact,kicking -- giving a kick
USOPSF,2,3,1,scolding,utterance,scolding -- giving a scolding
USOPSF,2,3,1,hugging,contact,hugging -- giving a hug
USOPSF,2,4,1,lecturing,utterance,lecturing -- giving a lecture
USOPSF,2,4,1,embracing,contact,embracing -- giving an embrace
USOPSF,2,5,1,cuddling,contact,cuddling -- giving a cuddle
USOPSF,2,6,1,poking,contact,poking -- giving a poke
USOPSF,2,7,2,shaking,contact,shaking -- giving a shake
USOPSF,2,42,1,advising,kindness,advising -- giving advice
USOPSF,2,44,1,approving,kindness,approving -- giving approval
USOPSF,2,46,1,assisting,kindness,assisting -- giving assistance
USOPSF,2,48,1,assuring,kindness,assuring -- giving assurance
USOPSF,2,50,1,encouraging,kindness,encouraging -- giving encouragement
USOPSF,2,52,1,condoling,kindness,condoling -- giving condolences
USOPSF,2,53,5,addressing,utterance,addressing -- giving an address
USOPSF,2,54,1,helping,kindness,helping -- giving help
USOPSF,2,56,3,recognizing,kindness,recognizing -- giving recognition
USOPSF,2,58,1,supporting,kindness,supporting -- giving support
USOPSF,3,filler,1,filler,filler,napping -- taking a nap
USOPSF,3,filler,7,filler,filler,chasing -- searching
USOPSF,3,filler,5,filler,filler,going -- traveling
USOPSF,3,filler,5,filler,filler,studying -- working
USOPSF,3,filler,5,filler,filler,learning -- teaching
USOPSF,3,filler,5,filler,filler,dozing -- snoozing
USOPSF,3,filler,5,filler,filler,detesting -- disliking
USOPSF,3,filler,5,filler,filler,watching a movie -- going out
USOPSF,3,filler,4,filler,filler,writing -- typing
USOPSF,3,filler,1,filler,filler,being sick -- being ill
USOPSF,3,filler,5,filler,filler,brooding -- sulking
USOPSF,3,filler,5,filler,filler,blinking -- winking
USOPSF,3,filler,5,filler,filler,delivering -- sending
USOPSF,3,filler,7,filler,filler,working -- being lazy
USOPSF,3,filler,4,filler,filler,emailing -- sending
USOPSF,3,filler,4,filler,filler,tripping -- falling
USOPSF,3,filler,6,filler,filler,driving -- riding a bike
USOPSF,3,filler,1,filler,filler,showering -- taking a shower
USOPSF,3,filler,1,filler,filler,jumping -- hopping
USOPSF,3,filler,5,filler,filler,seeing -- experiencing
USOPSF,3,filler,5,filler,filler,growing -- ageing
USOPSF,3,filler,1,filler,filler,repairing -- fixing
USOPSF,2,8,1,speaking,utterance,speaking -- giving a speech
USOPSF,2,9,1,talking,utterance,talking -- giving a talk
USOPSF,2,10,1,presenting,utterance,presenting -- giving a presentation
ABIEFJ,2,1,1,thanking,utterance,thanking -- giving thanks
ABIEFJ,2,1,1,kissing,contact,kissing -- giving a kiss
ABIEFJ,2,2,2,kicking,contact,kicking -- giving a kick
ABIEFJ,2,3,1,scolding,utterance,scolding -- giving a scolding
ABIEFJ,2,3,1,hugging,contact,hugging -- giving a hug
ABIEFJ,2,4,1,lecturing,utterance,lecturing -- giving a lecture
ABIEFJ,2,4,2,embracing,contact,embracing -- giving an embrace
ABIEFJ,2,5,1,cuddling,contact,cuddling -- giving a cuddle
ABIEFJ,2,6,2,poking,contact,poking -- giving a poke
ABIEFJ,2,7,2,shaking,contact,shaking -- giving a shake
ABIEFJ,2,42,0,advising,kindness,advising -- giving advice
ABIEFJ,2,44,2,approving,kindness,approving -- giving approval
ABIEFJ,2,46,2,assisting,kindness,assisting -- giving assistance
ABIEFJ,2,48,2,assuring,kindness,assuring -- giving assurance
ABIEFJ,2,50,1,encouraging,kindness,encouraging -- giving encouragement
ABIEFJ,2,52,1,condoling,kindness,condoling -- giving condolences
ABIEFJ,2,53,3,addressing,utterance,addressing -- giving an address
ABIEFJ,2,54,1,helping,kindness,helping -- giving help
ABIEFJ,2,56,3,recognizing,kindness,recognizing -- giving recognition
ABIEFJ,2,58,3,supporting,kindness,supporting -- giving support
ABIEFJ,3,filler,1,filler,filler,napping -- taking a nap
ABIEFJ,3,filler,4,filler,filler,chasing -- searching
ABIEFJ,3,filler,4,filler,filler,going -- traveling
ABIEFJ,3,filler,5,filler,filler,studying -- working
ABIEFJ,3,filler,6,filler,filler,learning -- teaching
ABIEFJ,3,filler,2,filler,filler,dozing -- snoozing
ABIEFJ,3,filler,3,filler,filler,detesting -- disliking
ABIEFJ,3,filler,6,filler,filler,watching a movie -- going out
ABIEFJ,3,filler,6,filler,filler,writing -- typing
ABIEFJ,3,filler,1,filler,filler,being sick -- being ill
ABIEFJ,3,filler,3,filler,filler,brooding -- sulking
ABIEFJ,3,filler,5,filler,filler,blinking -- winking
ABIEFJ,3,filler,3,filler,filler,delivering -- sending
ABIEFJ,3,filler,6,filler,filler,working -- being lazy
ABIEFJ,3,filler,3,filler,filler,emailing -- sending
ABIEFJ,3,filler,4,filler,filler,tripping -- falling
ABIEFJ,3,filler,5,filler,filler,driving -- riding a bike
ABIEFJ,3,filler,1,filler,filler,showering -- taking a shower
ABIEFJ,3,filler,3,filler,filler,jumping -- hopping
ABIEFJ,3,filler,4,filler,filler,seeing -- experiencing
ABIEFJ,3,filler,4,filler,filler,growing -- ageing
ABIEFJ,3,filler,1,filler,filler,repairing -- fixing
ABIEFJ,2,8,3,speaking,utterance,speaking -- giving a speech
ABIEFJ,2,9,4,talking,utterance,talking -- giving a talk
ABIEFJ,2,10,2,presenting,utterance,presenting -- giving a presentation
BAUIFK,2,1,1,thanking,utterance,thanking -- giving thanks
BAUIFK,2,1,1,kissing,contact,kissing -- giving a kiss
BAUIFK,2,2,1,kicking,contact,kicking -- giving a kick
BAUIFK,2,3,1,scolding,utterance,scolding -- giving a scolding
BAUIFK,2,3,1,hugging,contact,hugging -- giving a hug
BAUIFK,2,4,1,lecturing,utterance,lecturing -- giving a lecture
BAUIFK,2,4,1,embracing,contact,embracing -- giving an embrace
BAUIFK,2,5,1,cuddling,contact,cuddling -- giving a cuddle
BAUIFK,2,6,1,poking,contact,poking -- giving a poke
BAUIFK,2,7,1,shaking,contact,shaking -- giving a shake
BAUIFK,2,42,1,advising,kindness,advising -- giving advice
BAUIFK,2,44,1,approving,kindness,approving -- giving approval
BAUIFK,2,46,1,assisting,kindness,assisting -- giving assistance
BAUIFK,2,48,1,assuring,kindness,assuring -- giving assurance
BAUIFK,2,50,1,encouraging,kindness,encouraging -- giving encouragement
BAUIFK,2,52,1,condoling,kindness,condoling -- giving condolences
BAUIFK,2,53,1,addressing,utterance,addressing -- giving an address
BAUIFK,2,54,1,helping,kindness,helping -- giving help
BAUIFK,2,56,1,recognizing,kindness,recognizing -- giving recognition
BAUIFK,2,58,1,supporting,kindness,supporting -- giving support
BAUIFK,3,filler,1,filler,filler,napping -- taking a nap
BAUIFK,3,filler,7,filler,filler,chasing -- searching
BAUIFK,3,filler,4,filler,filler,going -- traveling
BAUIFK,3,filler,4,filler,filler,studying -- working
BAUIFK,3,filler,6,filler,filler,learning -- teaching
BAUIFK,3,filler,2,filler,filler,dozing -- snoozing
BAUIFK,3,filler,3,filler,filler,detesting -- disliking
BAUIFK,3,filler,5,filler,filler,watching a movie -- going out
BAUIFK,3,filler,5,filler,filler,writing -- typing
BAUIFK,3,filler,1,filler,filler,being sick -- being ill
BAUIFK,3,filler,2,filler,filler,brooding -- sulking
BAUIFK,3,filler,3,filler,filler,blinking -- winking
BAUIFK,3,filler,7,filler,filler,delivering -- sending
BAUIFK,3,filler,7,filler,filler,working -- being lazy
BAUIFK,3,filler,5,filler,filler,emailing -- sending
BAUIFK,3,filler,3,filler,filler,tripping -- falling
BAUIFK,3,filler,7,filler,filler,driving -- riding a bike
BAUIFK,3,filler,1,filler,filler,showering -- taking a shower
BAUIFK,3,filler,2,filler,filler,jumping -- hopping
BAUIFK,3,filler,1,filler,filler,seeing -- experiencing
BAUIFK,3,filler,1,filler,filler,growing -- ageing
BAUIFK,3,filler,1,filler,filler,repairing -- fixing
BAUIFK,2,8,3,speaking,utterance,speaking -- giving a speech
BAUIFK,2,9,4,talking,utterance,talking -- giving a talk
BAUIFK,2,10,1,presenting,utterance,presenting -- giving a presentation
BAOSFF,2,1,5,thanking,utterance,thanking -- giving thanks
BAOSFF,2,1,2,kissing,contact,kissing -- giving a kiss
BAOSFF,2,2,2,kicking,contact,kicking -- giving a kick
BAOSFF,2,3,1,scolding,utterance,scolding -- giving a scolding
BAOSFF,2,3,2,hugging,contact,hugging -- giving a hug
BAOSFF,2,4,3,lecturing,utterance,lecturing -- giving a lecture
BAOSFF,2,4,3,embracing,contact,embracing -- giving an embrace
BAOSFF,2,5,2,cuddling,contact,cuddling -- giving a cuddle
BAOSFF,2,6,2,poking,contact,poking -- giving a poke
BAOSFF,2,7,3,shaking,contact,shaking -- giving a shake
BAOSFF,2,42,1,advising,kindness,advising -- giving advice
BAOSFF,2,44,1,approving,kindness,approving -- giving approval
BAOSFF,2,46,2,assisting,kindness,assisting -- giving assistance
BAOSFF,2,48,2,assuring,kindness,assuring -- giving assurance
BAOSFF,2,50,2,encouraging,kindness,encouraging -- giving encouragement
BAOSFF,2,52,3,condoling,kindness,condoling -- giving condolences
BAOSFF,2,53,5,addressing,utterance,addressing -- giving an address
BAOSFF,2,54,2,helping,kindness,helping -- giving help
BAOSFF,2,56,5,recognizing,kindness,recognizing -- giving recognition
BAOSFF,2,58,2,supporting,kindness,supporting -- giving support
BAOSFF,3,filler,1,filler,filler,napping -- taking a nap
BAOSFF,3,filler,4,filler,filler,chasing -- searching
BAOSFF,3,filler,5,filler,filler,going -- traveling
BAOSFF,3,filler,6,filler,filler,studying -- working
BAOSFF,3,filler,7,filler,filler,learning -- teaching
BAOSFF,3,filler,2,filler,filler,dozing -- snoozing
BAOSFF,3,filler,4,filler,filler,detesting -- disliking
BAOSFF,3,filler,6,filler,filler,watching a movie -- going out
BAOSFF,3,filler,4,filler,filler,writing -- typing
BAOSFF,3,filler,1,filler,filler,being sick -- being ill
BAOSFF,3,filler,3,filler,filler,brooding -- sulking
BAOSFF,3,filler,5,filler,filler,blinking -- winking
BAOSFF,3,filler,3,filler,filler,delivering -- sending
BAOSFF,3,filler,7,filler,filler,working -- being lazy
BAOSFF,3,filler,4,filler,filler,emailing -- sending
BAOSFF,3,filler,3,filler,filler,tripping -- falling
BAOSFF,3,filler,4,filler,filler,driving -- riding a bike
BAOSFF,3,filler,1,filler,filler,showering -- taking a shower
BAOSFF,3,filler,3,filler,filler,jumping -- hopping
BAOSFF,3,filler,4,filler,filler,seeing -- experiencing
BAOSFF,3,filler,6,filler,filler,growing -- ageing
BAOSFF,3,filler,1,filler,filler,repairing -- fixing
BAOSFF,2,8,4,speaking,utterance,speaking -- giving a speech
BAOSFF,2,9,5,talking,utterance,talking -- giving a talk
BAOSFF,2,10,2,presenting,utterance,presenting -- giving a presentation
ABSYFIE,2,1,3,thanking,utterance,thanking -- giving thanks
ABSYFIE,2,1,1,kissing,contact,kissing -- giving a kiss
ABSYFIE,2,2,1,kicking,contact,kicking -- giving a kick
ABSYFIE,2,3,1,scolding,utterance,scolding -- giving a scolding
ABSYFIE,2,3,1,hugging,contact,hugging -- giving a hug
ABSYFIE,2,4,1,lecturing,utterance,lecturing -- giving a lecture
ABSYFIE,2,4,1,embracing,contact,embracing -- giving an embrace
ABSYFIE,2,5,1,cuddling,contact,cuddling -- giving a cuddle
ABSYFIE,2,6,1,poking,contact,poking -- giving a poke
ABSYFIE,2,7,7,shaking,contact,shaking -- giving a shake
ABSYFIE,2,42,1,advising,kindness,advising -- giving advice
ABSYFIE,2,44,1,approving,kindness,approving -- giving approval
ABSYFIE,2,46,1,assisting,kindness,assisting -- giving assistance
ABSYFIE,2,48,1,assuring,kindness,assuring -- giving assurance
ABSYFIE,2,50,1,encouraging,kindness,encouraging -- giving encouragement
ABSYFIE,2,52,1,condoling,kindness,condoling -- giving condolences
ABSYFIE,2,53,7,addressing,utterance,addressing -- giving an address
ABSYFIE,2,54,1,helping,kindness,helping -- giving help
ABSYFIE,2,56,0,recognizing,kindness,recognizing -- giving recognition
ABSYFIE,2,58,4,supporting,kindness,supporting -- giving support
ABSYFIE,3,filler,1,filler,filler,napping -- taking a nap
ABSYFIE,3,filler,6,filler,filler,chasing -- searching
ABSYFIE,3,filler,4,filler,filler,going -- traveling
